station_name,city,datetime,air_temperature,air_temperature_dew_point,wind_speed_rate,visibility_distance,Season_name,month,hour
BISHA,BISHA,2025-06-03 19:00:00,29,-15,0,9900,Summer,6,19
KING KHALED INTL,KING KHALED INTL,2025-06-03 19:00:00,32,-6,2.6,9900,Summer,6,19
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-06-03 19:00:00,31,-7,5.1,9900,Summer,6,19
HAIL,HAIL,2025-06-03 19:00:00,30,-3,3.1,9900,Summer,6,19
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-06-03 19:00:00,36,2,8.8,5000,Summer,6,19
KING KHALED AB,KING KHALED AB,2025-06-03 19:00:00,24,13,1.5,9900,Summer,6,19
ABHA,ABHA,2025-06-03 19:00:00,23,5,0,9900,Summer,6,19
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 19:00:00,31,25,2.6,9900,Summer,6,19
NEJRAN,NEJRAN,2025-06-03 19:00:00,30,-11,2.1,9900,Summer,6,19
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 19:00:00,33,-7,4.6,9900,Summer,6,19
RAFHA,RAFHA,2025-06-03 19:00:00,29,3,2.6,9900,Summer,6,19
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 19:00:00,33,0,1.5,9900,Summer,6,19
ARAR,ARAR,2025-06-03 19:00:00,28,-8,2.6,9900,Summer,6,19
AL BAHA,AL BAHA,2025-06-03 19:00:00,30,-5,4.6,9900,Summer,6,19
TABUK,TABUK,2025-06-03 19:00:00,29,-3,4.6,9900,Summer,6,19
SHARURAH,SHARURAH,2025-06-03 19:00:00,33,-8,2.1,9900,Summer,6,19
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 19:00:00,33,7,3.6,5000,Summer,6,19
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 19:00:00,28,20,5.1,9900,Summer,6,19
GASSIM,GASSIM,2025-06-03 19:00:00,33,-2,4.1,9900,Summer,6,19
TURAIF,TURAIF,2025-06-03 19:00:00,24,4,6.7,9900,Summer,6,19
GASSIM,GASSIM,2025-06-03 18:00:00,34.3,-3,3.6,10000,Summer,6,18
AL JOUF,AL JOUF,2025-06-03 18:00:00,28,2,5.1,9900,Summer,6,18
YENBO,YENBO,2025-06-03 18:00:00,29.4,18,7.2,10000,Summer,6,18
YENBO,YENBO,2025-06-03 18:00:00,29,18,7.2,9900,Summer,6,18
HAIL,HAIL,2025-06-03 18:00:00,30.6,-4,4.1,10000,Summer,6,18
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 18:00:00,34.1,-1,2.6,10000,Summer,6,18
TURAIF,TURAIF,2025-06-03 18:00:00,26,1,5.7,10000,Summer,6,18
RAFHA,RAFHA,2025-06-03 18:00:00,30,4,3.1,9900,Summer,6,18
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 18:00:00,31.6,25,2.6,10000,Summer,6,18
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 18:00:00,32,25,2.6,9900,Summer,6,18
TAIF,TAIF,2025-06-03 18:00:00,29,5,3.1,10000,Summer,6,18
TAIF,TAIF,2025-06-03 18:00:00,29,5,3.1,9900,Summer,6,18
BISHA,BISHA,2025-06-03 18:00:00,32.7,-13,2.1,10000,Summer,6,18
GURIAT,GURIAT,2025-06-03 18:00:00,25.1,7,9.3,10000,Summer,6,18
AL AHSA,AL AHSA,2025-06-03 18:00:00,33.2,-1,3.6,10000,Summer,6,18
TABUK,TABUK,2025-06-03 18:00:00,29,-3,5.1,9900,Summer,6,18
GASSIM,GASSIM,2025-06-03 18:00:00,34,-3,3.6,9900,Summer,6,18
TURAIF,TURAIF,2025-06-03 18:00:00,26,1,5.7,9900,Summer,6,18
ARAR,ARAR,2025-06-03 18:00:00,29.3,-6,3.1,10000,Summer,6,18
ARAR,ARAR,2025-06-03 18:00:00,29,-6,3.1,9900,Summer,6,18
WEJH,WEJH,2025-06-03 18:00:00,27,19,7.7,9900,Summer,6,18
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 18:00:00,34,-6,4.1,10000,Summer,6,18
KING KHALED INTL,KING KHALED INTL,2025-06-03 18:00:00,33.4,-6,2.6,10000,Summer,6,18
ABHA,ABHA,2025-06-03 18:00:00,24.2,8,2.1,10000,Summer,6,18
TABUK,TABUK,2025-06-03 18:00:00,29.2,-3,5.1,10000,Summer,6,18
HAIL,HAIL,2025-06-03 18:00:00,31,-4,4.1,9900,Summer,6,18
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 18:00:00,34.2,5,4.1,5000,Summer,6,18
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 18:00:00,34,5,4.1,5000,Summer,6,18
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-06-03 18:00:00,32,-7,4.1,9900,Summer,6,18
RAFHA,RAFHA,2025-06-03 18:00:00,30.2,3,3.1,10000,Summer,6,18
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-06-03 18:00:00,36,2,9.3,5000,Summer,6,18
GURIAT,GURIAT,2025-06-03 18:00:00,25,7,9.3,9900,Summer,6,18
MINA,MINA,2025-06-03 18:00:00,33,15,1.5,10000,Summer,6,18
KING KHALED AB,KING KHALED AB,2025-06-03 18:00:00,24.7,14,1,10000,Summer,6,18
ABHA,ABHA,2025-06-03 18:00:00,24,8,2.1,9900,Summer,6,18
NEJRAN,NEJRAN,2025-06-03 18:00:00,32,-13,3.1,9900,Summer,6,18
AL BAHA,AL BAHA,2025-06-03 18:00:00,30,-5,4.1,9900,Summer,6,18
AL JOUF,AL JOUF,2025-06-03 18:00:00,28.1,2,5.1,10000,Summer,6,18
AL AHSA,AL AHSA,2025-06-03 18:00:00,33,-1,3.6,9900,Summer,6,18
SHARURAH,SHARURAH,2025-06-03 18:00:00,35,-9,2.6,10000,Summer,6,18
ARAFAT,ARAFAT,2025-06-03 18:00:00,33,15,1.5,10000,Summer,6,18
AL-DAWADAMI,AL-DAWADAMI,2025-06-03 18:00:00,31.5,-7,4.1,10000,Summer,6,18
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 18:00:00,38,0,5.7,9900,Summer,6,18
QAISUMAH,QAISUMAH,2025-06-03 18:00:00,32.2,-1,4.1,10000,Summer,6,18
QAISUMAH,QAISUMAH,2025-06-03 18:00:00,32,-1,4.1,9900,Summer,6,18
AL BAHA,AL BAHA,2025-06-03 18:00:00,30,-5,4.1,10000,Summer,6,18
KING KHALED AB,KING KHALED AB,2025-06-03 18:00:00,25,14,1,9900,Summer,6,18
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 18:00:00,34,-6,4.1,9900,Summer,6,18
BISHA,BISHA,2025-06-03 18:00:00,33,-13,2.1,9900,Summer,6,18
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 18:00:00,38,0,5.7,10000,Summer,6,18
WEJH,WEJH,2025-06-03 18:00:00,26.8,19,7.7,10000,Summer,6,18
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 18:00:00,34,-1,2.6,9900,Summer,6,18
SHARURAH,SHARURAH,2025-06-03 18:00:00,35,-9,2.6,9900,Summer,6,18
NEJRAN,NEJRAN,2025-06-03 18:00:00,31.6,-13,3.1,10000,Summer,6,18
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 18:00:00,28.8,20,5.1,10000,Summer,6,18
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 18:00:00,29,20,5.1,9900,Summer,6,18
KING KHALED INTL,KING KHALED INTL,2025-06-03 18:00:00,33,-6,2.6,9900,Summer,6,18
KING KHALED INTL,KING KHALED INTL,2025-06-03 17:00:00,35,-6,3.6,9900,Summer,6,17
HAIL,HAIL,2025-06-03 17:00:00,32,-4,3.1,9900,Summer,6,17
QAISUMAH,QAISUMAH,2025-06-03 17:00:00,34,-2,3.1,9900,Summer,6,17
WEJH,WEJH,2025-06-03 17:00:00,27,21,8.8,9900,Summer,6,17
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-06-03 17:00:00,33,-7,4.1,9900,Summer,6,17
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-06-03 17:00:00,36,2,9.8,4000,Summer,6,17
GURIAT,GURIAT,2025-06-03 17:00:00,27,6,9.3,9900,Summer,6,17
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 17:00:00,32,25,2.6,9900,Summer,6,17
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 17:00:00,35,-9,2.1,9900,Summer,6,17
RAFHA,RAFHA,2025-06-03 17:00:00,32,4,4.1,9900,Summer,6,17
AL BAHA,AL BAHA,2025-06-03 17:00:00,31,1,5.7,9900,Summer,6,17
TAIF,TAIF,2025-06-03 17:00:00,30,6,4.6,9900,Summer,6,17
AL AHSA,AL AHSA,2025-06-03 17:00:00,35,0,6.7,7000,Summer,6,17
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 17:00:00,35,-1,2.6,9900,Summer,6,17
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 17:00:00,35,7,5.1,5000,Summer,6,17
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 17:00:00,39,-3,4.1,9900,Summer,6,17
GASSIM,GASSIM,2025-06-03 17:00:00,35,-4,1,9900,Summer,6,17
ARAR,ARAR,2025-06-03 17:00:00,31,-4,4.1,9900,Summer,6,17
NEJRAN,NEJRAN,2025-06-03 17:00:00,33,-12,3.1,9900,Summer,6,17
BISHA,BISHA,2025-06-03 17:00:00,35,-14,2.1,9900,Summer,6,17
KING KHALED AB,KING KHALED AB,2025-06-03 17:00:00,25,13,2.1,9999,Summer,6,17
ABHA,ABHA,2025-06-03 17:00:00,24,999.9,3.1,9999,Summer,6,17
TABUK,TABUK,2025-06-03 17:00:00,30,-3,5.7,9900,Summer,6,17
YENBO,YENBO,2025-06-03 17:00:00,30,19,8.2,9900,Summer,6,17
SHARURAH,SHARURAH,2025-06-03 17:00:00,36,-8,4.1,9900,Summer,6,17
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 17:00:00,30,20,6.2,9900,Summer,6,17
AL JOUF,AL JOUF,2025-06-03 17:00:00,29,2,7.7,9900,Summer,6,17
TURAIF,TURAIF,2025-06-03 17:00:00,27,-3,2.1,9900,Summer,6,17
GASSIM,GASSIM,2025-06-03 16:00:00,37,-4,0,9900,Summer,6,16
HAIL,HAIL,2025-06-03 16:00:00,33,-4,3.1,9900,Summer,6,16
TURAIF,TURAIF,2025-06-03 16:00:00,28,-3,3.1,9900,Summer,6,16
KING KHALED AB,KING KHALED AB,2025-06-03 16:00:00,25,13,4.1,9999,Summer,6,16
NEJRAN,NEJRAN,2025-06-03 16:00:00,35,-13,4.1,9900,Summer,6,16
RAFHA,RAFHA,2025-06-03 16:00:00,34,4,5.1,9900,Summer,6,16
AL BAHA,AL BAHA,2025-06-03 16:00:00,31,0,4.1,9900,Summer,6,16
TAIF,TAIF,2025-06-03 16:00:00,31,6,5.7,9999,Summer,6,16
AL AHSA,AL AHSA,2025-06-03 16:00:00,36,1,6.7,5000,Summer,6,16
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 16:00:00,36,-1,2.1,9900,Summer,6,16
BISHA,BISHA,2025-06-03 16:00:00,37,-13,2.1,9900,Summer,6,16
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 16:00:00,30,19,9.3,9900,Summer,6,16
ABHA,ABHA,2025-06-03 16:00:00,24,14,5.1,9999,Summer,6,16
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-06-03 16:00:00,36,-7,5.1,9900,Summer,6,16
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-06-03 16:00:00,36,1,10.3,4000,Summer,6,16
TABUK,TABUK,2025-06-03 16:00:00,32,-3,6.2,9900,Summer,6,16
GURIAT,GURIAT,2025-06-03 16:00:00,29,4,8.2,9900,Summer,6,16
AL JOUF,AL JOUF,2025-06-03 16:00:00,31,1,8.8,9900,Summer,6,16
WEJH,WEJH,2025-06-03 16:00:00,28,21,9.8,9900,Summer,6,16
ARAR,ARAR,2025-06-03 16:00:00,33,-2,5.7,9900,Summer,6,16
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 16:00:00,41,-6,5.1,9900,Summer,6,16
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 16:00:00,36,5,7.2,4000,Summer,6,16
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 16:00:00,38,-8,3.1,9900,Summer,6,16
QAISUMAH,QAISUMAH,2025-06-03 16:00:00,35,-2,4.1,9900,Summer,6,16
YENBO,YENBO,2025-06-03 16:00:00,32,21,9.3,9900,Summer,6,16
SHARURAH,SHARURAH,2025-06-03 16:00:00,38,-9,5.1,9900,Summer,6,16
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 16:00:00,32,25,5.1,9000,Summer,6,16
KING KHALED INTL,KING KHALED INTL,2025-06-03 16:00:00,37,-5,4.6,9900,Summer,6,16
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 15:00:00,32,18,9.3,10000,Summer,6,15
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 15:00:00,32,18,9.3,9900,Summer,6,15
KING KHALED INTL,KING KHALED INTL,2025-06-03 15:00:00,39,-7,7.2,9900,Summer,6,15
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 15:00:00,41.6,-6,4.6,10000,Summer,6,15
TABUK,TABUK,2025-06-03 15:00:00,32.6,-2,6.2,10000,Summer,6,15
QAISUMAH,QAISUMAH,2025-06-03 15:00:00,37,-3,6.2,9900,Summer,6,15
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 15:00:00,37.1,2,9.3,4000,Summer,6,15
TURAIF,TURAIF,2025-06-03 15:00:00,29,-3,5.1,9900,Summer,6,15
RAFHA,RAFHA,2025-06-03 15:00:00,35,5,5.7,10000,Summer,6,15
KING KHALED AB,KING KHALED AB,2025-06-03 15:00:00,27,10,4.6,9999,Summer,6,15
ABHA,ABHA,2025-06-03 15:00:00,25.2,13,5.1,10000,Summer,6,15
ABHA,ABHA,2025-06-03 15:00:00,25,13,5.1,9999,Summer,6,15
NEJRAN,NEJRAN,2025-06-03 15:00:00,37,-13,4.1,9900,Summer,6,15
BISHA,BISHA,2025-06-03 15:00:00,37.8,-12,3.1,10000,Summer,6,15
AL AHSA,AL AHSA,2025-06-03 15:00:00,39.2,-5,9.3,5000,Summer,6,15
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 15:00:00,42,-6,4.6,9900,Summer,6,15
TABUK,TABUK,2025-06-03 15:00:00,33,-2,6.2,9900,Summer,6,15
ARAR,ARAR,2025-06-03 15:00:00,34,-2,4.6,9900,Summer,6,15
SHARURAH,SHARURAH,2025-06-03 15:00:00,39,-5,6.7,9900,Summer,6,15
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 15:00:00,32.4,24,5.7,9000,Summer,6,15
MINA,MINA,2025-06-03 15:00:00,34,18,3.1,10000,Summer,6,15
ARAFAT,ARAFAT,2025-06-03 15:00:00,37.7,14,5.1,7000,Summer,6,15
KING KHALED INTL,KING KHALED INTL,2025-06-03 15:00:00,38.6,-7,7.2,10000,Summer,6,15
WEJH,WEJH,2025-06-03 15:00:00,29,19,9.3,10000,Summer,6,15
GASSIM,GASSIM,2025-06-03 15:00:00,38.3,-3,3.1,10000,Summer,6,15
QAISUMAH,QAISUMAH,2025-06-03 15:00:00,37,-3,6.2,10000,Summer,6,15
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-06-03 15:00:00,38,-8,4.1,9900,Summer,6,15
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-06-03 15:00:00,37,1,14.4,4000,Summer,6,15
GURIAT,GURIAT,2025-06-03 15:00:00,31,3,8.2,9900,Summer,6,15
YENBO,YENBO,2025-06-03 15:00:00,33,21,10.3,9900,Summer,6,15
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 15:00:00,41,-9,4.1,9900,Summer,6,15
TAIF,TAIF,2025-06-03 15:00:00,32,2,7.7,9999,Summer,6,15
RAFHA,RAFHA,2025-06-03 15:00:00,35,5,5.7,9900,Summer,6,15
WEJH,WEJH,2025-06-03 15:00:00,29,19,9.3,9900,Summer,6,15
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 15:00:00,37,1,2.6,9900,Summer,6,15
ARAR,ARAR,2025-06-03 15:00:00,33.7,-2,4.6,10000,Summer,6,15
AL AHSA,AL AHSA,2025-06-03 15:00:00,39,-5,9.3,5000,Summer,6,15
SHARURAH,SHARURAH,2025-06-03 15:00:00,39.1,-5,6.7,10000,Summer,6,15
HAIL,HAIL,2025-06-03 15:00:00,34,-4,5.1,9900,Summer,6,15
NEJRAN,NEJRAN,2025-06-03 15:00:00,36.6,-13,4.1,10000,Summer,6,15
AL BAHA,AL BAHA,2025-06-03 15:00:00,34.2,-11,1.5,10000,Summer,6,15
AL BAHA,AL BAHA,2025-06-03 15:00:00,34,-11,1.5,9999,Summer,6,15
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 15:00:00,40.5,-9,4.1,10000,Summer,6,15
GURIAT,GURIAT,2025-06-03 15:00:00,31,3,8.2,10000,Summer,6,15
KING KHALED AB,KING KHALED AB,2025-06-03 15:00:00,27.3,10,4.6,10000,Summer,6,15
TAIF,TAIF,2025-06-03 15:00:00,32.4,2,7.7,10000,Summer,6,15
BISHA,BISHA,2025-06-03 15:00:00,38,-12,3.1,9900,Summer,6,15
HAIL,HAIL,2025-06-03 15:00:00,33.8,-4,5.1,10000,Summer,6,15
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 15:00:00,36.6,1,2.6,10000,Summer,6,15
YENBO,YENBO,2025-06-03 15:00:00,33.4,21,10.3,10000,Summer,6,15
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 15:00:00,32,24,5.7,9000,Summer,6,15
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 15:00:00,37,2,9.3,4000,Summer,6,15
AL-DAWADAMI,AL-DAWADAMI,2025-06-03 15:00:00,37.5,-8,4.1,10000,Summer,6,15
GASSIM,GASSIM,2025-06-03 15:00:00,38,-3,3.1,9900,Summer,6,15
AL JOUF,AL JOUF,2025-06-03 15:00:00,31.8,1,7.7,10000,Summer,6,15
AL JOUF,AL JOUF,2025-06-03 15:00:00,32,1,7.7,9900,Summer,6,15
TURAIF,TURAIF,2025-06-03 15:00:00,28.5,-3,5.1,10000,Summer,6,15
GASSIM,GASSIM,2025-06-03 14:00:00,39,-3,2.1,9900,Summer,6,14
AL AHSA,AL AHSA,2025-06-03 14:00:00,40,-4,9.3,4000,Summer,6,14
TABUK,TABUK,2025-06-03 14:00:00,33,0,4.6,9900,Summer,6,14
QAISUMAH,QAISUMAH,2025-06-03 14:00:00,38,-3,6.2,9900,Summer,6,14
AL JOUF,AL JOUF,2025-06-03 14:00:00,33,2,7.2,9900,Summer,6,14
ARAR,ARAR,2025-06-03 14:00:00,34,0,6.2,9900,Summer,6,14
HAIL,HAIL,2025-06-03 14:00:00,35,-4,6.2,9900,Summer,6,14
BISHA,BISHA,2025-06-03 14:00:00,38,-12,1.5,9900,Summer,6,14
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-06-03 14:00:00,38,-9,5.1,9900,Summer,6,14
WEJH,WEJH,2025-06-03 14:00:00,30,19,9.8,9900,Summer,6,14
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 14:00:00,38,1,3.6,9900,Summer,6,14
RAFHA,RAFHA,2025-06-03 14:00:00,36,3,5.1,9900,Summer,6,14
TURAIF,TURAIF,2025-06-03 14:00:00,29,-2,3.1,9900,Summer,6,14
KING KHALED INTL,KING KHALED INTL,2025-06-03 14:00:00,40,-9,5.1,9900,Summer,6,14
SHARURAH,SHARURAH,2025-06-03 14:00:00,40,-7,5.7,9900,Summer,6,14
NEJRAN,NEJRAN,2025-06-03 14:00:00,37,-13,4.1,9900,Summer,6,14
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 14:00:00,42,-8,3.1,9900,Summer,6,14
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 14:00:00,33,24,5.1,9000,Summer,6,14
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 14:00:00,32,20,8.8,9900,Summer,6,14
AL BAHA,AL BAHA,2025-06-03 14:00:00,35,-13,2.1,9999,Summer,6,14
TAIF,TAIF,2025-06-03 14:00:00,34,1,6.7,9999,Summer,6,14
KING KHALED AB,KING KHALED AB,2025-06-03 14:00:00,31,-12,4.6,9999,Summer,6,14
ABHA,ABHA,2025-06-03 14:00:00,28,4,6.2,9999,Summer,6,14
GURIAT,GURIAT,2025-06-03 14:00:00,32,3,8.2,9900,Summer,6,14
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 14:00:00,42,-8,3.6,9900,Summer,6,14
YENBO,YENBO,2025-06-03 14:00:00,35,20,10.3,9900,Summer,6,14
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 14:00:00,38,3,10.3,3000,Summer,6,14
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-06-03 14:00:00,38,1,13.9,5000,Summer,6,14
KING KHALED INTL,KING KHALED INTL,2025-06-03 13:00:00,40,-7,5.1,9900,Summer,6,13
PRINCE MOHAMMAD BIN ABDULAZIZ,PRINCE MOHAMMAD BIN ABDULAZIZ,2025-06-03 13:00:00,42,-10,3.6,9900,Summer,6,13
DAMMAM (KING FAHD INT. AIRPORT),DAMMAM (KING FAHD INT. AIRPORT),2025-06-03 13:00:00,39,3,11.3,2500,Summer,6,13
KING ABDULAZIZ AB,KING ABDULAZIZ AB,2025-06-03 13:00:00,39,2,14.4,5000,Summer,6,13
GURIAT,GURIAT,2025-06-03 13:00:00,32,0,7.2,9900,Summer,6,13
ABHA,ABHA,2025-06-03 13:00:00,29,4,5.1,9999,Summer,6,13
NEJRAN,NEJRAN,2025-06-03 13:00:00,38,-11,3.1,9900,Summer,6,13
AL BAHA,AL BAHA,2025-06-03 13:00:00,35,-13,0,9999,Summer,6,13
HAIL,HAIL,2025-06-03 13:00:00,35,-4,3.1,9900,Summer,6,13
WADI AL DAWASIR,WADI AL DAWASIR,2025-06-03 13:00:00,42,-8,4.1,9900,Summer,6,13
SHARURAH,SHARURAH,2025-06-03 13:00:00,41,-7,4.6,9900,Summer,6,13
PRINCE SALMAN BIN ABDULAZIZ,PRINCE SALMAN BIN ABDULAZIZ,2025-06-03 13:00:00,38,-8,0,9900,Summer,6,13
WEJH,WEJH,2025-06-03 13:00:00,30,19,10.3,9900,Summer,6,13
GASSIM,GASSIM,2025-06-03 13:00:00,39,-3,2.6,9900,Summer,6,13
QAISUMAH,QAISUMAH,2025-06-03 13:00:00,39,-4,7.7,9900,Summer,6,13
RAFHA,RAFHA,2025-06-03 13:00:00,36,2,5.1,9900,Summer,6,13
TAIF,TAIF,2025-06-03 13:00:00,35,-1,6.2,9999,Summer,6,13
AL JOUF,AL JOUF,2025-06-03 13:00:00,33,2,4.1,9900,Summer,6,13
TURAIF,TURAIF,2025-06-03 13:00:00,29,-1,4.1,9900,Summer,6,13
ARAR,ARAR,2025-06-03 13:00:00,34,2,7.7,9900,Summer,6,13
YENBO,YENBO,2025-06-03 13:00:00,36,20,12.4,9900,Summer,6,13
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 13:00:00,33,20,9.3,9900,Summer,6,13
TABUK,TABUK,2025-06-03 13:00:00,32,0,2.1,9900,Summer,6,13
KING KHALED AB,KING KHALED AB,2025-06-03 13:00:00,31,-12,4.1,9999,Summer,6,13
BISHA,BISHA,2025-06-03 13:00:00,39,-10,3.1,9900,Summer,6,13
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 13:00:00,38,1,2.6,9900,Summer,6,13
KING ABDULLAH BIN ABDULAZIZ,KING ABDULLAH BIN ABDULAZIZ,2025-06-03 13:00:00,33,25,5.1,9000,Summer,6,13
AL AHSA,AL AHSA,2025-06-03 13:00:00,41,-3,10.8,3000,Summer,6,13
KING ABDULAZIZ INTL,KING ABDULAZIZ INTL,2025-06-03 12:00:00,34,19,8.2,9900,Summer,6,12
ARAFAT,ARAFAT,2025-06-03 12:00:00,41.6,11,3.1,8000,Summer,6,12
AL AHSA,AL AHSA,2025-06-03 12:00:00,41,-1,10.8,2000,Summer,6,12
YENBO,YENBO,2025-06-03 12:00:00,36,20,12.4,7000,Summer,6,12
GURIAT,GURIAT,2025-06-03 12:00:00,31.6,1,6.2,10000,Summer,6,12
KING KHALED AB,KING KHALED AB,2025-06-03 12:00:00,31,-13,1.5,9999,Summer,6,12
TAIF,TAIF,2025-06-03 12:00:00,35.7,-11,4.6,10000,Summer,6,12
BISHA,BISHA,2025-06-03 12:00:00,38.2,-11,2.6,10000,Summer,6,12
TAIF,TAIF,2025-06-03 12:00:00,36,-11,4.6,9999,Summer,6,12
GASSIM,GASSIM,2025-06-03 12:00:00,39,-3,2.6,9900,Summer,6,12
AL JOUF,AL JOUF,2025-06-03 12:00:00,32.4,1,5.1,10000,Summer,6,12
AL JOUF,AL JOUF,2025-06-03 12:00:00,32,1,5.1,9900,Summer,6,12
PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,PRINCE ABDULMAJEED BIN ABDULAZIZ AIRPORT,2025-06-03 12:00:00,36.7,2,2.6,10000,Summer,6,12
HAIL,HAIL,2025-06-03 12:00:00,34,-4,2.1,10000,Summer,6,12
QAISUMAH,QAISUMAH,2025-06-03 12:00:00,39,-4,5.7,9900,Summer,6,12
